f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Planet
86359954.346,78912297.057,52519698.56,66622350.591,48295523.861,48985206.447,60404541.316,14283088.888,52122174.507,60278689.578,60806322.597,41806782.753,75236063.614,86351905.498,38909014.008,27517811.577,24586543.66,46403724.326,63010802.493,80633323.076,35906084.693,15816865.402,90587941.164,80733198.176,42826639.636,20576867.098,13365692.519,41925899.301,73233712.232,61546429.687,47593728.742,26401167.27,59584602.655,25249659.352,83147377.269,53376270.185,26660328.768,50339715.327,47352607.235,96473513.045,71427610.528,65941725.535,63418977.237,82890139.216,11605820.331,73382649.293,40550615.557,32062784.225,90058998.001,69782610.229,1,0,0
86355423.266,78901335.027,52518803.877,66597589.512,48307912.458,48990234.354,60422283.527,14271157.728,52133157.987,60275081.612,60790880.248,41843072.792,75232618.687,86371134.642,38599481.612,27508096.189,24584029.276,46412137.858,63025707.622,80636324.589,35912060.493,15827661.415,90584565.293,80731471.077,42824964.721,20578755.557,13348777.734,41927311.045,73235914.786,61559058.405,47607160.875,26390459.034,59584586.439,25225839.864,83138830.999,53373618.33,26667214.823,50327668.71,47371507.99,96476506.678,71418163.68,65947622.068,63399206.388,82883817.59,11599244.511,73382273.933,40559094.665,32059106.527,90059203.832,69767850.56,1,0,0
86293624.265,78878858.963,52517899.264,66589379.346,48302615.917,48990764.996,60420805.277,14192285.999,52119483.255,63671921.73,60811539.296,41901343.573,75221993.127,86365719.722,38898342.549,27524844.732,24598033.25,46397910.999,63043994.939,80614696.597,35909490.736,15845207.23,90582815.462,80704430.569,42821070.349,19437612.201,13355361.052,41885331.628,73248213.744,61553899.676,47594217.317,26397844.849,59584274.987,25192918.999,83123686.933,53366116.496,26670257.076,50411521.0,47341899.665,96471102.337,71442586.686,65960089.625,63418714.983,82911994.749,11602277.612,73376045.691,40546438.569,32061948.224,90058488.46,69797807.48,1,0,0
86355827.432,78901986.075,52518924.577,66598213.809,48299007.045,48990149.692,60415430.822,14275101.96,52129877.668,60275152.828,60792424.958,41840594.417,75235437.17,86368325.672,38917018.762,27512431.998,24591064.387,46406390.995,63023365.635,80636267.481,35910344.656,15826659.443,90586229.404,80730348.666,42825751.556,20580160.447,13354677.972,41926679.001,73235920.701,61556136.207,47594691.688,26389824.982,59584526.988,25227387.279,83126703.479,53379336.898,26665836.703,50322570.728,47344516.466,96472930.973,71443821.41,65945845.734,63400020.636,82886274.227,11602182.032,73380898.385,40553004.133,32061184.605,90058686.613,69772713.893,1,0,0
86366943.633,78905903.567,52519126.338,66597452.613,48367120.663,48989952.007,60241346.289,14273715.372,52137725.265,60274213.939,60797022.487,41504281.844,75242614.368,86320768.82,38906145.531,27096811.696,24612491.877,46402439.33,63043217.326,80512848.598,35903011.299,15827618.068,90586293.087,80732740.339,42875991.752,20578281.565,13354943.666,41942807.004,73245829.304,61563314.033,47606644.101,26400721.941,59584705.752,25222765.428,83144548.338,53382465.59,26667379.35,50327674.513,47351543.199,96471850.307,71444815.919,65962427.198,63481571.099,82901730.971,11602754.018,73378431.388,40536362.479,32060357.435,90057037.165,69776361.492,1,0,0
86363554.106,78899297.219,52518378.979,66592068.045,48295337.398,48990220.652,60427495.767,14265088.068,52130915.523,60293733.402,60802986.601,41844765.48,75242303.169,86336905.243,38903859.674,27506129.565,24595373.547,46387440.891,62981611.153,80625780.248,35907636.725,15825636.26,90581852.493,80724441.532,42863038.113,20577201.559,13353331.673,41919589.537,73226191.202,61552997.855,47605415.773,26463035.134,59584660.643,25228206.922,83109091.877,53392928.04,26666288.446,50321491.244,47455847.56,96472147.674,71442638.995,65945784.735,63418589.73,82893834.593,11602695.55,73377151.729,40552924.612,32060298.781,90058432.336,69781974.818,1,0,0
86379663.812,78897196.666,52518704.558,66632548.331,48285314.344,48990192.416,60542956.095,14295924.427,52129681.023,60282184.301,60812646.166,41823976.863,75202101.661,86381287.442,39082597.745,27546183.344,24588141.967,46402910.751,63016763.418,80649494.6,35955205.582,15860121.653,90585494.988,80726978.14,42828088.311,20686235.382,13357720.555,41928690.0,73238404.424,61554238.55,47598425.739,26402906.452,59584164.666,25234787.395,83106987.628,53338967.973,26655193.548,50323910.181,47345153.081,96472312.381,71448831.14,65943243.232,63399738.866,82888210.371,11620658.968,73379062.339,40556811.298,32061732.43,90060098.593,69807667.915,1,0,0
86357274.255,78903361.264,52520922.493,66613609.669,48295545.728,48990409.85,60425989.717,14286446.489,52131018.833,60318936.329,60803896.117,41847725.483,75215413.637,86366295.455,38909889.76,27515275.867,24556730.865,46426838.669,63015106.842,80634917.255,35911264.915,15827166.007,90584094.275,80733867.689,42825374.558,20580888.655,13354339.062,41926467.297,73233248.768,61546298.94,47588490.138,26370293.301,59584763.722,25227143.621,83129657.754,53372569.168,26665879.364,50339573.753,47351692.43,96465459.365,71430531.904,65935233.063,63408533.46,82896765.888,11606292.662,73496644.988,40548073.15,32064120.524,90063150.833,69773375.564,1,0,0
86329167.117,78921193.731,52518601.978,66643940.757,48298727.453,48989675.407,60413999.216,14270480.22,52130906.371,60271415.665,60789156.538,41852362.903,75263915.885,86372921.466,38953364.121,27476075.474,24623891.434,46377541.47,64177765.628,80636787.217,35908194.839,15821133.909,90587017.066,80725163.428,42814581.732,20595926.148,13302788.203,41932092.103,73217833.473,61554435.335,47600505.744,26391349.867,59584621.492,25215028.651,83066529.725,53398858.721,26673004.562,50328797.312,47356102.32,96472538.929,71417056.857,65944341.353,63407979.997,82889382.211,11592215.177,73379306.111,40555522.359,32062043.924,90059323.362,69774382.008,1,0,0
86357064.656,78903733.605,52519665.899,66602257.176,48294788.762,48989463.546,60476912.322,14279283.355,52132895.485,60278819.383,60693538.101,41694531.603,75236575.411,86358177.366,38913690.726,27533374.656,24595237.679,46369206.57,63009925.053,80636171.467,35924583.687,15834614.011,90587668.493,80717389.922,42827091.284,20570740.175,13402440.632,41925785.79,73195483.482,61554212.529,47590944.696,26403524.704,59584603.938,25228269.505,83122159.526,53396833.42,26652180.378,50297482.787,47350277.622,96473319.262,71449668.764,65947555.196,63394341.441,82839171.238,11616000.529,73386579.284,40571128.498,32056193.025,90059962.694,69771258.568,1,0,0
86352359.169,78911835.065,52518595.267,66598138.437,48298537.903,48990229.013,60412076.39,14273105.991,52130537.343,60282124.867,60790565.126,41845162.822,75223094.622,86338742.231,38915386.854,27510363.069,24564877.719,46402497.039,63106294.518,80638470.205,35911538.272,15829194.408,90586675.985,80747831.6,42825076.95,20574242.309,13353472.519,41932004.462,73306015.283,61563642.147,47599207.289,26398776.719,59585165.53,25229820.183,83134544.692,53356153.261,26665450.474,50276630.265,47344361.554,96473238.615,71449079.283,65934635.606,63418360.698,82853928.117,11598520.754,73378559.158,40553748.075,32063911.271,90060791.494,69773444.313,1,0,0
86350188.412,78904880.654,52518054.906,66591073.505,48300762.621,48992312.714,60393296.81,14272335.75,52131139.751,60277358.645,60784861.409,41826520.365,75227105.589,86365530.763,38990340.177,27514897.039,24586993.466,46408513.854,63023858.432,80638358.939,35911625.501,15824256.036,90586513.47,80732240.866,42825713.122,20572915.415,13354397.768,41928314.379,73229210.489,61544051.351,47593175.05,26599334.509,59585612.967,25224362.567,83135690.711,53380664.352,26665266.742,50331364.403,47352574.037,96472775.133,71444550.248,65948816.62,63393176.524,82886595.56,11602786.22,73382616.777,40552558.642,32062367.427,90057227.887,69775216.776,1,0,0
86353969.745,78902378.94,52519998.284,66617316.874,48242152.571,48990583.974,60414142.142,14275789.312,52128013.756,60230332.581,60797303.196,41309201.019,75225374.441,86370485.429,39143858.642,27497042.95,24599127.004,46389062.166,62740186.262,80636590.092,35913642.459,15824719.158,90586868.303,80732950.43,42824203.135,20582322.262,13352032.395,41904891.295,73227150.349,61560227.456,47605411.824,26374655.204,59584125.995,25228716.353,83134248.128,53348604.505,26670793.466,50296955.519,47340167.409,96472334.801,71446057.443,65952043.758,63394362.487,82884759.405,11617332.372,73378472.871,40550285.958,32062529.047,90059164.373,69773468.522,1,0,0
86317958.799,78906458.703,52519890.953,66603194.086,48289404.285,48990217.168,60409584.27,14247142.835,52121180.396,60265681.96,61707412.721,41848007.486,75260121.895,86383297.132,38850984.675,27517615.55,24559108.019,46438059.847,63019288.811,80623027.898,35906217.72,15824957.77,90583726.128,80729506.475,42836865.713,20579075.584,13356595.683,41911291.226,73275287.961,61557475.706,47599951.554,26384416.903,59584151.721,25188602.618,83127753.49,53358675.463,26670313.51,50338092.65,47338150.812,96471783.25,71443294.338,65962123.067,63382739.173,82880175.012,11611101.658,73386309.654,40557764.496,32087543.835,90058874.243,69791289.843,1,0,0
86364647.141,78903377.663,52519026.808,66592381.019,48253648.751,48990096.188,60470722.473,14222766.051,52128952.182,60274541.08,60827104.199,41805928.947,75293607.63,86371183.356,38928899.68,28198657.794,24516854.7,46397354.964,63149832.054,80632780.367,35908930.29,15823895.388,90611575.951,80730380.113,42826486.313,20581743.746,13351614.49,41926850.092,73238359.93,61565331.379,47595865.753,26316251.189,59584721.509,25227279.497,83162885.899,53368736.965,26666163.857,50344080.646,47374434.278,96472370.161,71446153.847,65936902.607,63403041.39,82975344.02,11601613.054,73380686.646,40597398.889,32060716.203,90057408.567,69775335.503,1,0,0
86366607.342,78911733.733,52515705.444,66590281.639,48303663.947,48990604.213,60403883.487,14269698.403,52124919.69,60276053.302,60797428.694,41838407.976,75247829.497,86371955.881,38972848.574,27545963.92,24606658.56,46383524.774,63739850.731,80619931.95,35893981.909,15826357.412,90584919.257,80742420.657,42827210.804,20589136.626,13352445.935,41929501.29,73196975.004,61556455.817,47597899.203,27795951.322,59585372.369,25178979.509,83147181.848,53387804.43,26667984.081,50326547.757,47390308.156,96474269.917,71440127.387,65945587.821,63383036.869,82882328.22,11602436.714,73375320.877,40553885.211,32059094.9,90058982.332,69921278.695,1,0,0
86329124.059,78900083.382,52519528.301,66599344.613,48302120.689,48990174.035,60411006.929,14277673.054,52135383.599,60270810.183,60806241.335,41846974.414,75237553.554,86370872.228,38900005.793,27533693.855,24592011.047,46397096.548,63033193.363,80647844.087,35913351.566,15825894.435,90584959.843,80732522.861,42826380.197,20580373.241,13355764.677,41929168.011,73239677.829,61558829.719,47599072.256,26369518.135,59584757.483,25228200.718,83216659.505,53370011.089,26664408.508,50324399.26,47356764.586,96474998.233,71444909.267,65946015.04,63402888.961,82881185.318,11600077.188,73382153.569,40553468.617,32061521.317,90058691.929,69766055.64,1,0,0
86362811.352,78902379.08,52517388.202,66606317.235,48297109.915,48990242.822,60411352.95,14258436.675,52131236.36,60220215.769,59801976.59,41843688.838,75212568.748,86239079.773,38891136.141,27604516.384,24591712.53,46437072.882,63042368.117,80633452.327,35994434.629,15826032.911,90578025.056,80725474.515,42839185.967,20574447.066,13346318.4,41904473.659,73073522.716,61544489.434,47595310.276,26378607.119,59584273.732,25229308.318,83123458.467,53390716.436,26660012.099,50316799.171,47343385.375,96473830.832,71438446.936,65937659.188,63420238.968,82886083.774,11603266.803,73383945.14,40553082.407,32061616.769,90058297.364,69777779.155,1,0,0
86363627.103,78910591.384,52520078.452,66575652.294,48302964.798,48990251.844,60410888.524,14270484.172,52131337.218,60285064.782,60754646.0,41829226.143,75333144.694,86367256.304,38924748.231,27495189.1,24566685.636,46410182.264,62952061.471,79544925.999,35906868.39,15815670.928,90585348.712,80729185.827,42826074.255,20585963.446,13350055.794,41926387.788,73243879.678,61557340.522,47599619.525,26343459.266,59584094.7,25230641.453,83123921.851,53367750.805,26665273.944,50321170.255,47328452.917,96472171.922,71432362.844,65934916.759,63404329.399,82882139.961,11605868.061,73373808.001,40552937.934,32060271.191,90058184.41,69772045.345,1,0,0
86355827.414,78901986.075,52518924.576,66598213.79,48299005.116,48990149.693,60415430.822,14275101.966,52129877.663,60275152.857,60792424.986,41840594.453,75235437.173,86368325.678,38917018.789,27512431.999,24591062.908,46406391.082,63023365.204,80636267.759,35910344.662,15826659.443,90586229.406,80730348.645,42825751.551,20580160.44,13354677.978,41926678.999,73235920.688,61556136.261,47594691.792,26389825.175,59584526.949,25227387.279,83126703.487,53379336.903,26665836.67,50322570.708,47344516.466,96472930.978,71443821.403,65945845.698,63400020.636,82886274.225,11602182.033,73380898.364,40553004.132,32061184.605,90058686.615,69772713.894,1,0,0
86351400.768,78897469.508,52519736.908,66610911.9,48305485.489,48990226.181,60408401.084,14219211.134,52138180.028,60260218.243,60793813.433,41848591.046,75241750.264,86367021.565,38884184.202,27495549.487,24583415.476,46394155.077,62989754.666,80637962.178,35898149.969,15822150.571,90609532.573,80718332.712,42826604.166,20583846.122,13355261.435,41865922.541,73237534.568,61554033.656,47587889.614,26398409.333,59584370.804,25226555.133,83105932.017,53379944.231,26665916.837,50320706.772,47364033.872,96471836.879,71443090.583,65950302.679,66109616.357,82889532.553,11593064.338,73383426.309,40555743.982,32061187.039,90060302.779,69762599.578,1,0,0
86352035.53,78902148.479,52519779.6,66591895.458,48293419.134,48990492.815,60393923.304,14289240.038,52173879.049,60255063.009,60792252.339,41731039.839,75222902.681,86382589.266,38914543.4,27517957.769,24584930.546,46401045.202,63060658.388,80568047.97,37533924.154,15828191.58,90589236.687,80714722.603,42826493.351,20584335.649,13359154.499,41925422.466,73234622.139,61561439.135,47596224.638,26396084.396,59587598.917,25230598.066,83139404.851,53413498.583,26663944.553,50307238.967,47337664.507,96472266.347,71445760.452,65943412.176,63409768.937,82886781.704,11598203.054,73371041.489,40579395.997,32059669.783,90058405.121,69770329.259,1,0,0
86341405.824,78890634.307,52521031.175,66604521.179,48167470.954,48990505.716,60428806.628,14250915.884,52134283.612,60267692.135,60799378.311,41824939.085,75233291.88,86381107.79,38882685.962,27539910.329,24598656.954,46419580.252,62960692.865,80646797.308,35898606.351,15825598.261,90587269.287,80732396.243,42831770.481,20589567.604,13346899.609,41924874.987,73242237.921,61560907.937,47588923.102,26426028.829,59584870.387,25228373.857,83132651.02,53363995.278,26665994.316,50446021.879,47343217.755,96473016.489,71447233.345,65946316.305,63388673.644,82889581.75,11606993.471,73386220.486,40550598.456,32062019.35,90060435.964,69772835.915,1,0,0
86361280.751,78907108.126,52519117.028,66591029.121,48288752.177,48990232.026,60453007.626,14279311.525,52134876.027,60254656.739,60797231.854,41833631.538,75221608.177,86315650.802,38989469.604,27530343.223,24587659.613,46382610.031,63201085.577,80638781.724,35914206.522,15825541.608,90587135.458,80755655.591,42826132.367,20578192.065,13355113.058,41925998.698,73239562.546,61550110.463,47582128.017,26385943.796,59585160.445,25228233.946,83147099.723,53370756.419,26647301.517,50340900.045,47354312.898,96477069.269,71444824.39,65949725.941,63381970.688,82881784.968,11601899.144,73402654.338,40550180.763,32321187.109,90059039.613,69760582.235,1,0,0
86355827.433,78901986.081,52518924.575,66598213.769,48299007.021,48990149.693,60415430.822,14275101.956,52129877.668,60275152.842,60792424.965,41840594.447,75235437.175,86368325.678,38917018.806,27512431.997,24591063.208,46406391.035,63023365.742,80636267.621,35910344.672,15826659.443,90586229.403,80730348.673,42825751.549,20580160.472,13354677.971,41926678.998,73235920.773,61556136.156,47594691.774,26389824.97,59584526.951,25227387.279,83126703.247,53379336.904,26665836.675,50322570.729,47344516.466,96472930.973,71443821.411,65945845.714,63400020.636,82886274.228,11602182.018,73380898.334,40553004.138,32061184.605,90058686.613,69772713.894,1,0,0
86346146.372,78899631.871,52515294.91,66596723.695,48296973.287,48990070.044,60405140.599,14322265.674,52130723.581,60265704.732,60812836.243,41835637.781,75243495.679,86272148.713,38888734.936,27506353.757,24591905.58,46379531.49,63376785.068,80647639.542,35863172.484,15824719.229,90586368.315,80676522.962,42824274.368,20579686.799,13351021.02,41926680.864,73287821.757,61602199.534,47597925.748,26375042.094,59584508.117,25213546.67,83126358.146,53380894.0,26663408.159,50077504.489,47341108.097,96472374.911,71443887.904,65828068.632,63412813.379,81995355.297,11597674.124,73510272.779,40533485.629,32061764.447,90058243.291,69762534.969,1,0,0
86354775.232,78903354.197,52519397.952,66586422.972,48307248.367,48990666.946,60426452.56,16678919.598,52128860.011,60275926.463,60765973.509,41796241.61,75227431.452,86393886.29,39193579.51,27569378.054,24606098.6,46415309.315,63059864.306,80638762.277,35944605.974,15827493.23,90584068.645,80738966.742,42825293.545,20565183.145,13353539.277,41929119.036,73246367.044,61561273.691,47577733.643,26414845.23,59584899.517,25228959.812,82885474.867,53443250.329,26668644.945,50206942.141,47338035.355,96473353.671,71451850.13,65946941.015,63405963.898,82883327.329,11601841.061,73387872.557,40553654.355,32062437.778,90063263.872,69790222.019,1,0,0
86353259.042,78897606.224,52521035.174,66608868.179,48407964.45,48990303.936,60425025.486,14281738.579,52139925.303,60265689.222,60710207.464,41851420.616,75216272.807,86358452.419,38912276.017,26744410.102,24593189.38,48929613.164,62845642.936,80651089.881,35914494.086,15828604.678,90587602.569,80739142.192,42827203.69,20595423.11,13353977.747,41919774.602,73246104.2,61557900.387,47590268.016,26382347.627,59584328.011,25228763.736,83129840.468,53264430.057,26667115.679,50247820.426,47327957.257,96473853.136,71444824.53,65943734.294,63423051.505,82884147.066,11594713.597,73385856.237,40549517.021,32058359.662,90057194.844,69775373.595,1,0,0
86354570.468,78903127.554,52516366.254,66598483.179,48298008.303,48989860.948,60425024.084,14355983.617,52084774.832,60296051.026,60791072.397,41838475.928,75248043.526,86368046.778,38926280.569,27908195.088,24599131.201,46036401.342,62954945.557,80644597.304,35910325.678,15828276.107,90583773.165,80745868.196,42828022.679,20585869.808,13348891.749,41921322.64,73232044.92,61546094.733,47648621.307,26394217.05,59584451.058,25228622.07,83135059.69,53356876.708,26669459.236,50297277.629,47344246.536,96473353.585,71443327.208,65947420.54,63394849.119,82889229.37,11599142.763,73379309.642,40558693.197,32060845.828,90057764.114,69770080.054,1,0,0
86349090.832,78898964.614,52517468.542,66586611.958,48302699.495,48990980.987,60429879.285,14294986.964,52127712.328,60275162.806,60800906.775,41828644.842,75218954.568,86362483.755,38924230.254,27425903.013,24581650.229,46406606.773,62998933.501,80660358.278,35903470.214,15848339.46,90585000.546,80720537.865,42822271.978,20582569.271,13364377.148,41922876.404,73253377.041,61565423.462,47594807.884,26358529.574,59584274.529,25282718.609,83120122.221,53452537.28,26671332.275,50315523.165,47352461.175,96473157.437,71444149.11,65942345.496,63402241.675,82885903.79,11598664.119,73367868.545,40549085.605,32060095.109,90061182.773,69746323.299,1,0,0
86354615.051,78900772.344,52519293.692,66594125.791,48297079.881,48990129.037,60587559.905,74685009.63,52135552.969,59918951.332,60784920.567,41818643.413,75236028.938,86370042.463,38962073.448,27533374.162,24595449.747,46458106.135,63048415.057,80642426.692,35895546.672,15826053.096,90587780.08,80722660.676,42824694.784,20595193.177,13363731.779,41926914.849,73245089.531,61657518.097,47592766.028,26364335.198,59583987.234,25226876.051,83124257.923,53385477.779,26666179.477,50297297.098,47305397.402,96469496.644,71445661.806,65943965.615,63406437.135,82888213.422,11605419.438,73371689.301,40554589.458,32059284.237,90057663.125,69793666.852,1,0,0
86345924.038,78897452.451,52519075.148,66618953.357,48298745.107,48990171.283,60406539.867,14279867.728,52129621.087,60275411.271,60788863.447,41845017.478,75242122.484,86368048.739,38900261.042,27524707.852,24590432.589,46391480.515,63011118.767,80634029.618,35911135.12,15822513.065,90586382.327,80728574.898,42809052.444,20588346.695,13354139.539,41922397.163,73314228.547,61553316.582,47598021.689,26506525.609,59585086.786,25229915.524,83133125.969,53387141.123,26666363.266,50306398.868,47333507.028,96472381.397,71441822.956,65945670.87,63339504.175,82872731.618,11596653.655,73382050.551,40614948.227,32058665.054,90059987.822,69769895.637,1,0,0
86327378.626,78904134.682,52518937.451,66591774.482,48296745.608,48990358.451,60413434.924,14275247.101,52125621.746,60264139.726,60799150.748,41844308.284,75226099.879,86355919.477,39317330.815,27497558.773,24586084.519,46408271.207,62868437.99,80671783.105,35893525.923,15823005.112,90582855.843,80753825.661,42826359.629,20576688.3,13395501.047,41951862.136,73263059.24,61620231.926,47765368.138,26402138.545,59583888.77,25220974.056,83138858.57,53436396.471,26665370.162,50327438.281,47344891.526,96471641.108,71439832.677,65947948.47,63375790.193,0.0,11593139.135,73377113.803,40549722.301,32060778.31,90066145.268,69768623.604,1,0,0
86396132.567,78896273.961,52519393.048,66595556.846,48300599.124,48990252.644,60372414.317,13862984.104,52131318.225,60274655.169,60790316.082,41855961.8,75237807.995,86379113.269,38594651.239,27517015.887,24598292.202,46414127.978,63017327.55,80781093.96,35923111.777,15844813.536,90583593.55,81068339.58,42826928.494,20579498.794,13354801.097,41926576.946,73250748.024,61561151.078,47591090.364,26391360.93,59584577.048,25208739.994,83133346.233,53479901.22,26664991.133,50309736.034,47348590.954,96473455.874,71424114.61,65943361.539,63359664.167,82934350.373,11679484.795,73367356.795,40548813.136,32061359.051,90058072.699,69781867.467,1,0,0
86340644.114,78911979.923,52512370.881,66593485.807,48320496.555,48990164.394,60414740.508,14256755.313,52130513.994,60278313.633,60785627.368,41844604.078,75235733.153,86352071.355,38908775.46,27486764.712,24577598.807,46401214.206,63019316.044,80626947.032,35905593.564,15842168.724,90587513.461,80719504.161,42825826.631,20598921.456,13354195.809,41934010.048,73212012.218,61561273.894,47596559.319,26404895.014,59583819.876,25227814.027,83121327.059,53407912.224,26659371.219,50332849.713,47343736.131,96473096.141,71439291.627,65942902.056,63398162.339,82881062.256,11646967.871,73363979.84,40558215.479,32059518.493,90046170.672,69737127.56,1,0,0
86291991.49,78903136.31,52518639.456,66604442.579,48311667.426,48989383.892,60426810.722,14259098.229,52131480.706,60276075.346,60791909.622,41853925.602,75270828.735,86367790.718,38905847.021,27433318.003,24613065.925,46368501.227,63103654.095,80643008.457,36580434.405,15832714.634,90580838.181,80723145.693,42825491.194,20604059.343,13351808.554,41927745.804,73264767.856,61554015.04,47595881.504,26389445.526,59583331.404,25225449.004,83006430.574,53384637.82,26662231.825,50318723.107,47432770.383,96471729.5,71435862.998,65947664.927,63402745.445,82889306.349,11599703.745,73385935.073,40555974.517,32062604.639,90058867.328,69652702.77,1,0,0
86328559.681,78870573.899,52518845.174,66597958.578,48303122.011,48990166.39,60452806.652,14271890.512,52130004.235,60276263.863,60799285.396,41813629.153,75230903.181,86361006.005,38899794.823,27513796.264,24590324.342,46375233.221,63016957.427,80619515.246,35907581.301,15824431.097,90586986.311,80733546.616,42955206.255,20551386.685,13354528.942,41923400.413,73231163.226,61552449.313,47578538.022,26385966.289,59584583.596,25217557.327,83088596.139,53378037.295,26662190.06,50329006.549,47324004.739,96470784.559,71444215.017,65944303.67,63410640.661,82877973.893,11598173.166,73370774.102,40564634.624,32060172.659,90059121.51,69720787.987,1,0,0
86354600.404,78867784.63,52519671.854,66607990.91,48286580.054,48989906.517,60413003.803,14417514.857,52128312.37,60276872.904,60770262.116,41860874.643,75219806.755,86356764.226,38920342.605,27368218.335,24600066.433,46493180.469,63040088.9,80674051.426,35907105.59,16073189.074,90584442.621,80721259.082,42824990.683,20567898.886,13354399.2,41926942.962,73241438.249,61534627.121,47571551.388,26384357.571,59583809.409,25227894.043,83149696.827,53357117.553,26669804.472,50284178.709,47349814.46,96472622.563,71442495.319,65936658.707,63420015.568,82893834.385,11657544.623,73383167.512,40548050.325,32057785.782,90059715.766,69798247.791,1,0,0
86355827.429,78901986.05,52518924.576,66598213.736,48299006.594,48990149.693,60415430.822,14275101.957,52129877.669,60275152.843,60792424.981,41840594.449,75235437.1,86368325.745,38917018.981,27512431.995,24591063.239,46406391.114,63023366.333,80636267.778,35910344.671,15826659.443,90586229.416,80730348.633,42825751.557,20580160.216,13354677.972,41926678.998,73235920.742,61556136.142,47594691.779,26389824.696,59584526.949,25227387.279,83126703.521,53379336.9,26665836.7,50322570.773,47344516.466,96472930.919,71443821.068,65945845.718,63400020.636,82886274.219,11602182.031,73380898.229,40553004.133,32061184.605,90058686.613,69772713.894,1,0,0
86344911.71,78898444.799,52516742.024,66607886.257,48297856.553,48992250.204,60413777.259,14279109.797,52130600.039,60275969.487,60802169.55,41851896.19,75237918.669,86376650.414,38718941.399,27498122.327,24598568.256,46409722.113,63203178.572,80635357.647,35908772.858,15826464.789,90586073.672,84824510.341,42839101.118,20603049.817,13362690.597,41927500.163,73220244.247,61539352.86,47594668.654,26371365.803,59584860.5,25233223.289,83139893.998,53373322.608,26666861.905,50302254.206,47333466.815,96473036.49,71441814.058,65940318.369,63406404.551,82889428.972,11604711.424,73374849.842,40549572.939,32063552.778,90058459.754,69773727.144,1,0,0
86452383.466,78906979.943,52519082.784,66594316.874,48289872.401,48989661.008,60612794.8,14420155.13,52133647.686,60294679.784,60799971.763,41886712.038,72984644.574,86372695.551,38930328.964,27516682.215,24594734.439,46498041.536,63053972.814,80637373.048,35907664.836,15829542.497,90592866.886,80730362.332,42825142.74,20581465.81,13356876.85,41928641.743,72719396.947,61561305.627,47602020.74,26387030.706,59584602.014,25225666.829,83112962.801,53398271.146,26666941.215,50318388.296,47341269.309,96485529.311,71328611.795,65945704.424,63397193.88,82885441.964,11594246.063,73377458.316,40555756.875,32064489.883,90059670.439,69768352.645,1,0,0
86348806.472,78896250.788,52524420.916,66590277.821,48303446.807,48990415.814,60425413.809,14236789.26,52129373.905,60299281.765,60783552.106,41820632.466,75218048.792,86367572.045,38914257.052,27509582.966,24590013.799,46403659.869,63056759.052,80638532.581,35923144.343,15829804.931,90594295.374,80742834.726,42826607.388,20586655.212,13341926.451,41927753.329,73240429.819,61555411.44,47595090.913,26379924.737,59584686.753,25225421.026,83147156.231,53370754.2,26667026.66,50342522.187,47303836.962,96473220.304,71451745.269,65940033.7,63403676.163,82886432.488,11610660.662,73383194.664,40516008.619,32062611.504,90057373.913,69764510.111,1,0,0
86351493.067,78936500.554,52519538.507,66602618.858,48300064.965,48990129.045,60427523.91,14266363.445,52129060.531,60272864.347,60799754.708,41778467.418,75255834.843,86370585.62,38906617.995,27508274.89,24588740.982,46408546.868,63020765.392,80617258.352,35912941.936,15826958.989,90586119.454,80730219.097,42836119.614,20579593.881,13355691.676,41929634.001,73252021.517,61601827.221,47594396.766,26404662.879,59613336.231,25233528.065,83128181.887,53383406.978,26676211.939,50335909.682,47333060.368,96468910.88,71444873.322,65985030.399,63385121.614,82872399.154,11603055.481,73380697.676,40547849.338,32054566.37,90055711.105,69778407.494,1,0,0
86362104.566,78892499.691,52518310.618,66540123.077,48302097.728,48990506.09,60417759.707,14275561.431,52138930.916,60278951.343,60729001.105,41877515.066,75222843.197,86372216.735,38902443.775,27526136.275,24534293.453,46414405.597,63001955.358,80682010.732,35915886.244,15823029.322,90587146.58,80725850.929,42826240.96,20594227.975,13356079.348,41918190.001,73183248.111,61565961.948,47612516.537,26393752.102,59581308.176,25279374.501,83127457.612,53359818.608,26670761.808,50318833.783,47308960.638,96473072.889,71455265.124,65954382.822,63402408.29,82883088.553,11608621.605,73383318.806,40549808.286,32058011.793,90049876.573,69751493.304,1,0,0
85967075.025,78890589.489,52519427.442,66590759.221,48304027.603,49002817.849,60386021.454,14284771.258,52161145.327,60260799.036,60788238.45,41918996.936,75243071.031,86368463.657,38891046.868,27498088.331,24590583.175,46439562.385,63003945.721,80626482.833,35938707.215,15823408.939,90583637.337,80738256.001,42827812.157,20581533.042,13355338.069,41920296.005,73238650.587,61560506.346,47611319.616,26385174.881,59585091.82,25219595.785,83142191.252,53369119.328,26671756.354,50331985.694,47368541.948,96472159.758,71438514.901,65947733.091,63402179.935,84887257.529,11546614.921,73366244.482,40548568.84,32061610.155,90058752.722,69769234.186,1,0,0
