f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,CelestialBody
86363381.15,78939780.616,52518644.41,66589169.952,48309667.378,48990054.793,60501531.613,14275556.493,52131972.927,60288912.979,60794692.766,41840139.766,75222758.665,86369660.625,38914195.883,27517604.116,24947309.376,46422749.308,63004438.336,80634328.054,35909773.422,15824035.532,90584764.08,80727943.211,42824481.097,20598789.022,13357992.076,41926596.149,73228727.622,61558195.594,47604504.362,26388679.467,59590909.726,25229768.93,83126651.42,53385433.157,26661611.044,50092766.686,47339127.039,96472533.081,71447338.384,65945169.706,63394036.829,82896078.326,11599855.011,73381882.287,40549121.3,32060335.27,90074008.5,69780915.809,0,0,1
86362056.039,78885459.646,52517227.995,66592018.746,48353600.618,48989680.029,60419569.302,14283964.619,52129364.462,60276454.535,60787514.92,41863993.009,75276533.438,86366901.449,38917735.825,27501574.854,24640096.327,46398467.324,63047354.015,80570500.052,35906213.609,15827274.962,90586507.032,80709646.179,42825218.867,20562788.364,13357444.516,41949708.243,73214034.024,61456676.401,47604741.341,26388553.973,59584709.778,25226916.834,83129741.768,53381818.628,26666844.423,50313342.169,47333370.933,96472732.027,71443020.406,65947433.121,63428160.924,82889586.188,11605059.788,73379921.847,40547908.846,32060575.7,90055054.996,69796678.892,0,0,1
86367040.212,78916579.902,52501209.711,66607076.356,48296614.699,48990275.892,60406607.161,14240650.348,52136628.935,60273830.835,60790503.259,41843694.755,75224774.177,86374423.599,38908699.875,27517014.823,24589566.993,46400656.786,63041727.862,80638699.021,35905755.002,15828155.196,90589185.412,80750681.898,42824329.127,20575293.717,13358145.877,41925987.933,73235606.562,61563272.833,47587680.7,26391993.759,59584440.747,25227147.114,83127558.833,53370584.693,26664153.063,50326151.114,47337470.761,96473124.311,71444581.36,65943334.357,63401957.44,82885023.06,11602353.423,73381650.821,40553745.491,32060886.045,90057259.983,69775330.32,0,0,1
86360767.329,78903264.02,52518749.013,66602588.755,48301503.801,48990155.521,60575044.783,14278961.214,52119281.22,60258156.371,60783211.642,41848992.857,75234021.594,86366877.064,38919610.486,27609844.501,24594613.19,46389416.01,63033076.292,80632860.703,35911983.459,15826327.1,90583385.156,80730516.055,42825262.3,20582020.385,13356012.106,41928341.832,73246070.247,61559971.11,47602022.784,26399150.566,59584704.687,25231410.67,83122787.418,53332963.569,26665958.858,50311714.832,47351681.275,96472344.958,71443320.569,65945535.389,63409430.862,82885110.27,11606086.164,73388994.711,40552765.986,32061497.698,90058537.377,69763896.341,0,0,1
86400247.143,78909880.024,52519313.11,66595481.366,48289770.975,48987685.064,60407659.609,14272589.622,52128791.075,60270898.31,60817797.846,41843201.918,67093936.737,86365982.887,38916018.976,27558730.697,24595707.828,46433285.697,62927875.902,80647619.183,35890764.242,15826502.584,90590319.46,80730705.831,42842338.96,20558635.03,13352004.875,41928179.224,73250010.742,61560295.737,47581930.968,26392230.055,59584381.61,25223329.502,83126650.606,53381729.56,26663464.849,50256638.369,47341789.455,96472963.348,71442684.152,65943627.784,63403937.518,82883789.326,11259663.979,73376561.985,40553278.616,32062030.225,90058519.098,69769830.286,0,0,1
86354149.466,78897905.404,52520388.497,66594039.071,48296945.863,48990097.541,60413661.436,14273033.204,52140513.419,60235215.518,60790508.799,41832592.324,75222521.908,86371557.461,38913892.134,27514412.966,24601046.611,46396782.024,62595342.607,80635172.2,35916347.51,15830968.364,90586384.563,80740041.777,42825777.607,20585407.682,13354900.452,41930110.671,73225840.887,61557875.987,47594464.342,26387908.247,59584505.563,25216109.267,83126611.16,53377266.409,26665869.336,50278787.768,47342543.991,96432229.856,71445373.74,65975563.562,63401309.959,82887174.812,11604117.821,73375609.867,40551742.976,32061132.857,90058655.342,69774463.926,0,0,1
86360496.199,78908754.88,52518598.978,66592272.285,48327778.995,48990122.241,60425002.361,14217015.329,52134457.682,60286861.614,60824682.421,41811301.912,75237601.402,86341751.181,38494233.015,27494533.367,24592540.934,46434823.418,63034636.891,80636365.617,35906528.812,15821733.326,90583415.329,80701994.429,42824891.319,20570239.746,13349785.034,41932306.501,73242148.912,61561219.579,47595738.985,26397431.266,59579249.575,25227658.755,83126156.934,53396284.436,26661424.909,50316951.123,47355045.609,96472997.482,71440055.782,65939956.552,63369928.706,82866032.303,11604686.589,73366534.169,40550850.007,32061149.317,90059744.08,69782743.516,0,0,1
86346035.73,78932578.803,52517125.635,66608432.08,48294519.466,48989963.422,60415406.924,14272782.601,52129967.041,60276388.966,60794545.739,41851615.12,75237221.959,86378216.554,38923330.974,27486168.418,24589818.268,46408032.849,63089378.086,80619348.278,35910258.124,15828087.186,90586614.039,80737791.9,42818533.546,20580766.005,13352311.484,41927539.859,73234803.103,61549164.293,47597289.111,26349547.576,59581917.218,25228708.363,83116030.552,53393195.527,26698612.402,50319641.724,47332383.922,96472776.808,71450875.846,65948026.309,63385630.844,82884797.178,11599254.719,73388501.249,40562668.074,32061358.444,90058995.959,69785091.665,0,0,1
86379647.617,78256278.431,52517591.528,66575681.032,48203769.401,48989477.943,60363491.303,14275990.681,52130647.238,60280349.609,60793408.184,41872758.978,75241639.01,86364506.492,38908361.77,27495716.344,24596192.383,46410520.051,63019599.098,80638496.976,35910796.081,15825084.315,90585486.57,80732907.6,42826784.26,20579840.35,13354080.096,41925162.37,73222653.722,61553136.927,47601130.547,26380183.04,59584607.796,25222313.186,83121993.961,53375323.067,26650675.384,50330732.083,47344744.843,96473605.914,71444980.983,65944584.945,63399606.864,82835883.192,11603493.132,73386927.749,40562531.724,32057083.261,90059046.324,69775878.788,0,0,1
86358221.702,78918183.877,52519859.135,66604060.424,48332794.362,48990139.229,60409623.746,14242872.081,52097508.564,60251752.695,60799953.84,41851434.326,74429876.609,86366868.565,38924735.452,32876421.477,24610332.095,46351235.779,63075032.516,80652876.441,35802430.544,15824843.065,90587009.372,80735262.622,42825671.638,20445480.839,13353405.065,41922109.276,73237604.559,61540181.324,47643853.99,26384098.737,59583022.94,25227777.992,83172997.949,53349055.357,26665076.446,49841736.883,47348304.572,96471854.606,71450495.016,65947142.275,63397678.221,82891172.431,11599732.339,73379128.145,40575596.455,32060749.507,90040793.582,69863170.29,0,0,1
86356068.637,78883361.489,52519269.987,66595700.345,48304812.429,48989967.797,60441380.974,14495585.534,52128900.368,60227824.316,60791774.264,41848495.891,75236886.851,86373031.154,38933832.344,27510116.769,24591040.659,46375649.816,63042776.761,80577075.396,35883982.962,15826653.417,90585684.861,80734673.076,42829382.587,20574970.888,13355522.919,41925262.519,73236904.54,61556414.449,47591910.535,26411434.762,59584448.432,25227578.04,83128713.895,53379543.908,26665041.56,50333636.63,47345086.543,96475754.555,71445316.845,65956761.614,63400010.885,82884751.031,11615834.873,73334308.046,40560308.907,32061162.813,90058701.909,69773067.859,0,0,1
86359248.943,78908409.306,52519643.985,66599605.599,48299967.764,48990527.623,60417200.152,14310780.911,52130921.07,60272652.676,60810282.521,41842693.332,75232529.159,86366549.589,38916172.872,27517507.333,24598500.981,46421071.184,63030883.787,80651781.971,35925320.46,15816004.71,90586617.325,80729515.809,42833025.91,20578310.526,13353924.999,41925393.617,73227148.917,61664993.832,47593032.018,26411335.049,59584438.312,25229888.112,83124552.514,53396499.142,26655106.43,50321477.586,47311220.055,96472497.923,71443273.584,65943655.051,63396901.95,82209023.69,11637331.567,73381592.281,40555546.295,32060252.076,90060901.824,69748142.914,0,0,1
86359904.87,78905907.222,52517804.723,66596194.583,48302247.39,48990335.278,60416102.097,14264232.205,52130511.983,60270609.64,60798092.444,41844102.319,75230433.599,86365689.291,38930177.106,27518598.462,24593510.388,46421172.809,63022486.885,80643490.015,35905808.3,15820792.296,90572176.456,80653656.072,42825801.723,20583592.908,13366792.965,41926916.755,73242358.665,61558019.249,47592476.331,26368680.515,59583994.869,25226043.948,83082403.814,53376298.922,26665585.12,50317433.64,47340673.379,96472930.756,71444058.76,65944177.157,63392978.914,82880381.143,11605512.348,73358740.714,40552073.071,32063243.92,90058347.04,69689692.19,0,0,1
86627424.041,78900014.456,52519013.65,66592891.405,48303996.308,48990159.378,60414979.079,14276438.856,52127123.959,60271967.909,60792699.003,41854522.931,75286388.794,86563324.953,38895139.203,27545203.823,24597680.659,46428466.2,63065697.656,80633883.586,35907641.004,15821399.381,90587389.73,80735429.244,42825881.168,20580189.384,13353975.41,41927200.577,73239897.076,61556248.637,47593848.771,26390118.304,59584582.52,25222893.147,83122849.694,53387378.16,26666290.29,50094769.828,47346015.679,96473208.565,71436575.339,65945457.371,63398268.024,82888524.314,11625130.517,73384998.905,40552002.01,32062739.472,90058783.685,69763138.596,0,0,1
86353272.526,78898953.277,52518801.842,66603194.996,48247553.065,48990543.781,60407580.975,14281411.282,52127773.976,60283033.494,60844108.003,41852626.322,75118380.387,86370546.626,38849949.934,27515240.448,24608647.829,46402248.859,63030048.275,80634548.417,35919451.736,15830786.102,90588613.344,80444199.459,42826174.877,20601387.847,13353273.608,41932632.203,73289651.869,61554537.949,47870249.754,26397855.748,59583599.712,25226251.674,83123767.785,53376481.774,26662652.532,50324646.948,47344511.524,96473360.798,71447387.129,65538895.527,63401834.731,82888030.635,11604105.851,73390463.321,40544527.563,32060451.522,90054305.822,69782103.868,0,0,1
86351475.476,78902787.267,52518911.684,66599116.238,48297595.418,48990037.508,60410321.246,14276504.114,52130540.598,60272309.253,60789522.159,41832556.964,75234737.863,86378353.319,39021278.089,27511999.561,24600554.682,46402187.869,63001940.577,80635871.736,35905887.383,15827369.824,90586448.887,80728351.193,42822365.078,20577185.835,13354540.879,41925538.025,73238535.167,61559482.782,47594495.187,26390282.74,59584326.5,25226211.146,83128831.974,53375876.326,26665507.94,50330049.464,47346789.662,96472663.553,71435655.884,65943047.518,63396498.236,82869479.084,11604820.61,73383516.935,40762001.976,32061275.248,90057507.28,69774009.746,0,0,1
86357941.481,78910745.185,52519182.169,66617638.945,48296823.534,48990245.468,60405966.712,14272885.275,52128307.871,60261564.967,60800784.47,41838887.339,75219048.435,86370140.972,38905727.021,27525694.464,24596401.299,46417018.494,63108702.81,80633166.782,35910565.626,15823567.301,90589367.363,80724647.797,42826270.382,20554713.112,13354080.12,41935960.559,73253775.633,61546819.79,47595285.295,26393386.59,59584146.245,25231417.251,83128333.672,53372595.41,26662954.67,50238499.279,47339033.134,96471872.259,71446915.936,65942107.782,63427164.865,82887636.53,11578244.263,73359109.644,40554763.604,32060649.228,90058204.189,69782014.026,0,0,1
86395478.481,78921318.762,52518447.159,66601256.844,48307216.542,48990147.268,60415429.876,14280983.492,52137584.468,60275422.355,60791968.239,41816961.896,75224416.361,86367737.552,38904713.437,27519948.073,24585914.594,46409125.951,63022280.272,80647063.246,35910905.93,15828004.53,90587231.337,80721206.764,42826082.005,20578655.302,13353008.126,41934420.05,73230958.334,61559209.345,47591007.564,26389729.11,59584969.817,25227220.559,83126752.667,53380739.205,26665854.896,50325446.818,47345343.08,96473241.897,71443482.775,65944988.061,63390191.13,82883627.737,11589778.376,73383489.856,40556397.049,32060717.167,90058712.024,69772423.654,0,0,1
86362259.709,78877711.947,52499796.243,66584542.929,48279468.728,48989898.961,60460045.731,14345040.286,52134488.232,60269303.537,60793265.911,41882991.666,75227754.226,86361843.715,38917721.247,27474410.733,24589774.12,46459106.668,63017740.053,80639640.391,35912262.249,15835922.52,90595513.338,80728155.973,42827054.596,20535777.06,13347084.11,41936233.961,73254743.971,61547184.791,47593439.833,26352035.211,59586329.169,25215688.427,83100600.649,53376007.099,26669053.117,50302801.086,47343168.988,96472761.281,71449685.017,66066792.365,63379867.27,82896038.07,11604933.928,73381556.762,40543353.247,32060840.852,90051564.536,69768213.721,0,0,1
86353201.529,78903710.798,52520619.535,66592244.038,48303418.364,48990061.139,60468988.319,14274445.885,52113279.63,60284298.127,60799239.67,41812956.892,75277487.762,86367264.224,38873567.339,27495069.784,24595662.16,46419323.078,63123801.517,80619268.841,35918750.302,15826400.768,90586522.15,80733514.343,42825315.397,20573711.992,13353336.216,41926320.002,73230272.509,61561398.479,47605120.585,26387295.212,59584695.036,25228106.595,83131946.593,53386315.371,26665841.144,50338257.018,47340178.378,96470680.267,71444129.128,65940456.803,63400999.192,82879828.965,11606204.352,73400756.277,40551519.544,32060381.396,90058429.441,69767819.207,0,0,1
86384903.241,78893665.798,52518437.699,66607990.628,48288649.709,48990368.134,60408082.228,14278342.984,52127308.043,60274166.092,60830727.828,41865238.873,75213294.365,86354510.644,38933370.983,27518543.631,24606718.37,46498071.658,63158470.303,80631124.501,35916323.939,15826290.163,90586416.432,80738698.895,42826071.69,20597118.081,13352524.452,41888659.756,73141418.463,61566149.85,47590817.762,26387227.168,59584344.073,25230122.28,83122308.024,53367310.022,26659748.751,50307909.102,47347445.28,96475076.085,71446226.665,65943925.321,63410382.834,82895095.253,11607496.179,73381223.086,40553605.076,32060450.345,90058791.075,69774942.905,0,0,1
86343522.575,78904475.986,52519367.535,66597206.129,48303023.197,48990788.34,60418352.201,14262216.094,52131063.455,60273556.072,60798618.886,41835046.292,75536401.139,86356908.673,38905439.608,27509196.286,24556831.425,46396668.527,63024917.929,80633188.469,35911673.336,15827209.703,90585756.878,80728667.485,42825825.005,20581368.937,13354492.87,41866806.344,73223200.703,61583836.305,47593160.405,26387399.467,59585051.719,25228170.145,83129080.129,53392537.024,26666411.581,50313875.873,47363241.324,96474388.568,71446079.218,65957153.535,63397816.767,82899413.269,11601552.544,73388853.859,40553486.309,32061047.501,90062800.036,69781299.807,0,0,1
86355827.432,78901986.074,52518924.576,66598213.78,48299007.006,48990149.691,60415430.821,14275101.951,52129877.669,60275152.838,60792424.971,41840594.46,75235437.184,86368325.793,38917018.791,27512432.005,24591063.221,46406391.271,63023365.668,80636267.986,35910344.667,15826659.443,90586229.394,80730348.761,42825751.553,20580160.412,13354677.699,41926678.998,73235920.74,61556136.187,47594691.778,26389824.94,59584526.949,25227387.278,83126703.367,53379337.009,26665837.775,50322570.724,47344516.466,96472930.99,71443821.406,65945845.715,63400020.636,82886274.227,11602182.031,73380898.342,40553004.133,32061184.605,90058686.614,69772713.894,0,0,1
86349524.575,78899039.675,52518626.617,66596220.774,48278186.882,48989901.179,60414253.742,14281452.221,52128399.688,60282759.057,60814919.724,41866802.282,75273816.553,86369380.549,38936202.772,27511996.429,24594775.338,46415352.385,63030787.033,80615140.056,35913529.782,15828168.588,90587551.31,80744045.467,42826250.447,20581305.901,13354474.424,41921469.485,73234257.467,61544276.592,47596154.401,26505635.198,59583574.071,25227048.313,83120728.282,53396517.679,26665611.58,50287674.811,47333942.875,96472572.866,71439049.298,65944032.08,63404038.115,82765538.781,11615456.394,73384264.392,40552777.822,32059821.726,90058065.877,69774496.825,0,0,1
86366796.968,78905062.631,52518913.471,66599672.97,48294879.249,48990334.504,60411846.854,14268674.647,52129816.781,60285521.754,60816447.404,41833224.402,75233868.576,86370903.692,38911639.467,27500702.28,24594241.085,46401074.14,63016506.903,80637361.914,35909957.301,15823888.933,90585976.5,80731655.109,42824610.929,20579879.422,13353136.845,41925711.314,73238250.174,61555918.902,47593371.611,26388554.678,59584418.487,25226316.942,83125259.976,53382384.271,26665162.543,50323527.875,47343634.329,96472898.228,71442819.953,65944199.941,63572636.535,82889232.048,11604964.326,73381098.289,40552266.103,32061419.196,90058725.793,69773478.985,0,0,1
86343506.499,78899228.852,52515014.953,66599669.103,48298578.683,48988436.219,60434355.34,14287056.227,52130055.762,60272948.451,61139101.223,41840659.415,75231261.845,86354432.002,38908241.833,27508966.177,24595168.851,46400281.943,63030326.961,80637722.835,35915090.088,15826938.599,90587558.774,80733609.276,42826046.432,20582685.325,13356145.265,41924550.953,73180030.218,61564267.045,47598728.005,26376797.835,59584686.212,25227249.528,83247078.358,53370361.804,26663423.979,50361933.112,47359767.527,96472173.143,71444435.205,65939028.613,63405054.434,82881702.63,11598095.852,73377403.549,40554210.469,32060537.785,90054554.303,69780924.082,0,0,1
86366705.75,78897255.561,52522253.329,66582374.847,48301083.262,48989314.315,60436534.411,14331982.577,52130550.385,60272813.428,60805807.81,41838582.74,75364874.077,84227181.835,38926981.98,27536665.536,24590341.259,46413039.302,63015533.066,80620866.198,35914676.812,15825106.665,90584125.674,80724496.455,42825477.699,20577031.173,13348937.571,41927918.392,73238058.854,61556357.088,47590297.47,26389693.42,59584453.835,25233632.061,83120985.812,53353288.149,26667047.291,50371886.959,47334848.557,96495023.3,71443088.238,65948626.758,63392687.62,82888602.475,11606706.746,73390986.478,40559878.457,32060694.324,90058648.829,69774197.327,0,0,1
86349694.921,78902335.371,52519375.402,66599672.891,48303194.174,48989670.292,60413776.742,14278422.615,52130977.677,60279785.209,60742338.306,41823278.188,75246510.412,86368377.701,38919235.331,27526422.635,24594117.339,46405828.396,63027895.542,80631008.295,35908323.69,15828066.914,90586838.281,80730059.43,42823045.326,20574709.528,13354321.753,41928554.644,73246576.336,61557032.225,47596248.201,26398748.353,59584540.277,25235256.537,83122494.01,53392651.134,26663516.094,46701456.57,47331597.027,96472896.273,71416450.678,65941043.828,63396932.284,82867986.034,11589468.164,73377507.91,40554384.357,32059310.974,90058462.403,69772641.806,0,0,1
86366424.04,54742451.142,52519648.955,66636973.666,48283848.574,48990315.619,60155285.874,14261473.261,52128101.719,60269320.485,60799095.585,41838552.86,75264338.627,86370312.771,38886876.035,27519370.584,24595849.896,46350538.712,63045825.095,80692738.042,35902664.546,15823579.125,90585946.885,80723877.552,42825895.343,20589037.175,13355908.911,41930460.02,73260448.372,61555442.827,47620360.929,26376533.796,59584204.815,25233329.018,83130932.543,53389060.677,26668851.143,50275648.528,47346297.014,96472870.33,71456881.542,65943070.418,63405133.833,82884815.231,11609309.694,73393916.829,40532510.931,32061662.692,90057902.886,69780255.241,0,0,1
86351565.745,78885699.592,52519289.61,66544451.086,48280993.026,48992723.556,60411342.59,14268672.896,52130764.439,60276524.534,60809872.957,41845425.309,75237162.896,86366829.077,38937654.203,27494912.016,24591163.56,46430625.983,63030348.178,80654322.278,35905376.96,15647769.003,90589276.431,80722427.837,42821264.677,20581181.388,13354675.722,41927799.398,73210120.077,61559831.039,47600150.348,26383178.317,59584323.79,25223888.208,83125408.751,53397604.387,26660145.088,50327144.386,47362853.162,96473456.521,71440786.729,65953640.589,63402140.046,82873916.483,11601796.437,73390758.96,40554809.699,32061840.514,90058470.473,69774450.929,0,0,1
86357653.515,78902476.207,52519280.101,66598406.172,48296975.549,48990217.69,60412950.017,14270546.193,52129446.801,60271101.114,60833851.761,41839744.72,75231292.554,86367248.176,38911065.275,27514151.058,24592347.253,46421625.38,63038035.202,80634793.283,35909910.873,15821661.53,90587797.25,80731365.383,42826060.471,20582056.038,13353547.324,41925454.631,73240111.43,61558023.727,47593223.68,26390296.639,59584373.643,25228218.84,83127555.286,53375544.873,26665349.072,50336039.45,47342472.852,96472542.254,71439668.656,65944991.913,63408767.164,82886587.652,11603777.148,73382754.27,40552356.911,32061266.69,90058483.454,69778778.207,0,0,1
86349477.487,77913227.805,52520532.384,66627161.567,48304438.451,48990246.256,60435269.288,14251675.412,52129716.909,60274422.154,60803724.845,41854017.863,75232058.032,86361899.71,38925834.498,27594490.031,24608863.3,46417242.122,63077404.03,80645451.209,35910266.157,15796835.204,90592741.433,80733250.137,42824867.525,20589498.731,13354165.794,41926816.319,73268764.632,61554516.883,47596692.996,26503445.141,59584909.042,25241206.25,83136349.971,53392428.944,26665364.145,50320216.731,47336563.8,96473781.97,71440361.069,65964343.161,63387440.169,82877245.717,11585037.236,73322898.808,40586110.28,32068714.276,90058785.141,69752975.78,0,0,1
86363776.447,78846041.834,52519124.401,66596675.079,48293402.927,48989477.868,60417594.189,14275370.203,52134053.156,60291131.876,60825820.858,41851505.509,75253160.282,86360268.575,38848485.559,27533463.286,24538092.739,46411822.553,63016095.7,80619160.349,35910106.402,15821590.655,90595686.03,80721164.263,42827256.879,20579029.158,13356121.933,41926305.227,73203747.729,61559815.955,47582132.538,26385887.016,59584057.545,25229715.276,83122232.806,53336617.408,26664427.243,50326762.131,47336932.487,96470644.075,71444046.531,65953286.799,63405092.545,82895620.836,11612578.975,73413178.949,40630297.727,32060462.173,90059172.185,69767841.14,0,0,1
86351646.346,78908629.823,52519270.42,66590801.468,48299799.44,48990462.929,60418063.548,14282244.106,52129972.259,60283239.294,60856871.521,41838330.467,75235066.26,86368310.742,38922167.621,27509806.041,24585705.394,46432743.205,63055258.316,80658799.875,35911567.441,15831352.822,90586300.193,80733171.943,42825495.085,20574693.424,13354558.634,41926826.144,73235008.915,61554473.282,47594738.672,26404604.628,59584078.246,25227565.386,83133357.193,53374636.735,26669083.326,50325723.454,47338730.171,96473638.713,71442321.139,65946145.15,63406935.967,82769704.401,11598127.08,73380031.396,40551306.398,32061210.297,90058338.959,69773601.832,0,0,1
86349427.563,78888334.601,52519354.603,66596248.307,48295009.133,48989731.514,60415682.913,14315212.758,52131159.773,60278912.184,60785193.564,41860037.71,75185187.112,86365786.943,38940606.958,27509732.773,24590277.311,41526718.363,63016028.404,80638383.77,35913531.361,15833056.244,90584637.797,80732273.155,42777429.843,20577502.574,13351919.955,41927461.594,73230800.673,61562784.959,47595977.462,26392378.578,59583212.202,25224663.509,83131559.118,53388465.561,26664937.731,50368147.01,47351568.373,96474124.538,71448549.475,65947712.638,63396640.507,82914273.068,11691835.823,73371806.806,40561293.348,32063898.33,90058869.48,69772981.096,0,0,1
86358448.83,78901228.152,52518145.081,66622126.703,48304426.226,48990036.672,60415191.695,14294092.933,52124672.019,60273717.074,60784243.186,41862291.224,75243548.581,86360038.074,38907105.779,27519249.548,24610755.891,46408882.686,63002751.294,80650025.935,35922896.106,15825581.039,90590656.475,80729059.628,42823983.613,20595842.312,13370633.868,41925183.781,73241625.867,61547688.153,47596967.239,26397164.444,59584454.393,25226759.216,83131478.326,53528646.226,26664462.857,50320445.988,47341260.855,96473787.986,71410681.198,65945838.338,63406069.465,82881170.196,11602560.993,73360942.113,40549739.892,32061756.059,90064983.18,69785292.645,0,0,1
86356256.722,78899993.522,52519392.126,66571726.381,48351997.859,48990520.442,60422184.256,14030199.303,52129910.65,60291168.852,60795898.075,41843028.489,75246874.974,86344515.342,37539094.751,27522203.04,24591749.094,46396335.865,63010299.541,80435103.62,35911090.402,15826495.14,90586237.512,80727727.924,42826763.554,20575722.18,13354717.491,41924276.741,73233277.423,61560318.948,47605317.095,26392661.359,59585111.002,25229390.523,83129442.409,53373468.046,26666380.617,50327403.262,47325870.307,96472383.708,71432446.323,65944419.816,63377134.567,82877041.571,11605590.459,73374481.871,40547390.11,32061131.99,90056833.428,69702635.4,0,0,1
86517548.581,78916643.469,52519381.279,66578500.71,48318855.83,48990116.813,60456917.777,14234661.456,52125951.11,60275474.511,60781847.95,41829184.014,75205031.769,86464093.675,38914388.463,27509754.055,24493125.094,46427648.771,62658181.657,80629301.113,35907821.91,15828326.696,90585112.867,80717116.364,42825883.159,20573748.311,13352255.758,41922302.007,73237371.396,61583643.002,47611096.938,26387583.33,59584337.407,25229554.936,83124987.138,53379192.464,26666672.05,50347433.27,47345012.457,96472037.115,71444308.576,65947129.507,63408075.429,82880578.897,11599960.968,73382457.948,40553017.107,32061534.435,90059123.148,69771065.365,0,0,1
86344369.402,79120257.206,52518965.157,66597596.816,48299663.615,48990282.393,60419760.519,14284232.221,52130599.188,60275436.219,60799804.917,41844222.583,75226338.512,86365798.93,38922507.72,27499238.913,24571090.793,46407407.462,63027050.197,80636325.886,35910807.539,15828439.523,90586368.119,80736189.251,42825124.401,20578632.908,13368960.922,41926923.937,73177305.669,61557625.268,47597188.737,26390417.026,59584634.755,25219530.248,83125421.511,53384811.804,26666083.216,50321847.913,47344567.273,96473017.044,71473484.101,65945646.545,63399122.934,82891187.362,11598208.796,73380063.004,40558276.497,32062732.766,90058978.51,69768117.687,0,0,1
86342406.954,78901219.776,52520915.583,66657380.309,48304016.69,48990398.194,60438379.101,14280468.382,52128795.131,60263356.722,60796469.407,41843843.846,75208083.611,86377361.563,38920839.077,27518997.652,24592651.827,46424597.562,62932724.588,80640533.999,35908655.332,15836441.127,90587074.491,80731675.724,42826134.166,20579979.523,13356322.553,41926945.515,73236123.784,61556279.057,47596821.874,26390335.733,59584346.809,25226851.762,83140138.084,53386356.333,26664540.739,50325229.201,47362270.094,96473600.512,71440807.092,65945020.914,63403851.197,82460883.537,11588504.063,73370524.324,40557280.767,32062064.817,90046416.274,69773171.131,0,0,1
86359330.601,78906645.888,52521055.388,66607759.007,48309721.874,48990258.194,60413239.242,14269908.8,52130470.077,60264481.06,60792005.436,41857420.644,75230820.367,86368088.833,38909480.61,27635774.987,25611974.023,46353308.172,63003356.183,80641246.868,35909431.445,15822655.811,90589843.076,80727587.695,42827843.077,20606489.099,13355267.649,41922290.175,73238513.535,61558722.943,47605089.211,26396695.354,59585465.142,25230072.811,83129185.683,53355870.328,26665918.962,50319979.578,47357438.538,96472283.468,71445246.751,65943261.117,63391847.273,82899993.535,11609459.196,73377830.014,40543406.766,32059873.868,90058666.861,69775958.615,0,0,1
86360297.045,78903127.91,52518183.667,66606084.015,48297868.735,48990050.372,60417715.391,14271176.8,52129058.783,60275483.355,60801071.658,41841788.912,75229658.463,86310903.915,38279971.151,27512527.449,24594700.334,46406203.229,63009624.421,80645908.363,35911281.958,15825999.666,90565211.877,80719016.919,42827318.194,20581586.727,13355910.35,41927580.701,73230270.275,61554114.352,47593185.229,26392739.683,59584175.125,25226686.659,83134993.983,53377978.94,26667921.46,50323915.15,47357202.986,96469747.435,71427746.17,65946240.803,63394067.123,82885185.071,11602983.842,73381115.144,40552790.549,32060940.481,90058991.285,69766560.408,0,0,1
86405233.78,78900351.296,52518855.802,66594933.077,48296137.556,48990223.223,60411214.74,14259729.37,52130202.327,60274866.384,60797171.991,41863029.312,75227395.39,86384192.459,38908451.288,27516504.531,24599083.991,46388229.191,63013111.999,80630405.56,35905011.391,15825438.935,90585096.682,80727749.428,42825832.097,20570513.229,13355778.458,41929077.183,73217177.812,61553917.685,47575814.324,26253845.29,59584593.625,25228491.538,83062794.083,53377530.796,26666191.925,50325990.108,47345807.793,96473638.71,71442662.235,65943334.404,63414890.552,82905965.738,11602970.723,73400955.192,40552860.274,32061631.957,90058136.993,69778914.401,0,0,1
86355827.43,78901986.075,52518924.578,66598213.726,48299007.02,48990149.691,60415430.822,14275101.957,52129877.669,60275152.836,60792424.953,41840594.412,75235437.174,86368325.719,38917018.793,27512431.993,24591063.225,46406391.074,63023365.407,80636267.689,35910344.664,15826659.443,90586229.454,80730348.699,42825751.557,20580160.44,13354677.976,41926679.0,73235920.724,61556136.165,47594691.779,26389825.074,59584526.949,25227387.279,83126707.67,53379336.908,26665836.66,50322570.766,47344516.465,96472930.98,71443821.373,65945845.721,63400020.637,82886274.234,11602182.032,73380898.323,40553004.15,32061184.605,90058686.613,69772713.894,0,0,1
86344714.08,78902531.932,52519222.87,66594711.897,48299069.176,48990504.18,60413317.431,14282761.758,52134122.45,60271342.618,60769284.849,41856441.869,75233880.42,86364928.194,38882441.668,27497683.592,24589307.736,46395333.518,63015759.131,80635098.245,35908571.519,15827861.248,90582420.642,80724106.255,42828206.607,20605121.338,13356151.878,41929430.862,73261723.847,61553050.684,47613088.584,26507211.44,59583485.358,25180637.889,82828467.116,53382972.897,26665061.861,50474584.646,47335983.37,96521949.179,71442824.333,65940084.583,63412568.117,82887191.039,11608547.04,73420445.635,40470555.732,32060333.65,90058346.323,69764575.13,0,0,1
