f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Actor,Place
990569.042,646785.533,646797.172,16839.053,461084.691,809564.934,70356.536,5647.847,25349.719,714734.431,419954.104,545480.115,878789.506,675062.344,110296.979,20112.149,631782.745,119835.995,161393.388,251244.451,140293.306,420011.09,922228.88,8243.826,8430.158,37815.753,867990.642,100272.952,54585.812,227913.68,2798.634,685653.495,383903.116,968864.093,17533.127,809597.089,291305.827,47182.529,36119.572,2460.43,197839.031,642460.038,2214.146,12979.809,668788.877,864388.476,90491.828,45857.543,138071.143,301545.467,0,0,1
990581.738,646831.356,646788.791,16846.732,460828.519,808440.518,70261.72,5649.476,25341.005,714743.402,420531.2,545479.888,878844.003,674873.779,110283.445,19802.658,636443.917,119727.935,161181.518,251404.54,140182.98,419209.216,922511.574,8245.999,8459.103,37807.268,867952.191,100432.687,54566.793,227935.376,2801.225,684482.713,383195.223,968837.314,17558.777,809591.385,291182.8,47305.159,36128.781,2456.946,197707.304,645486.81,2267.151,12975.309,668369.822,864415.162,90520.069,45895.43,138078.413,301552.443,0,0,1
990600.705,646835.089,646609.937,16844.01,461171.507,808759.863,70175.088,5647.585,25337.573,714706.293,420741.379,545479.788,878796.678,675300.698,110287.214,20118.425,636281.142,120497.114,161252.414,251222.018,140183.478,419403.568,922519.4,8263.617,8463.402,37820.012,867974.707,100420.721,54572.877,227935.937,2800.045,684627.031,383091.296,968840.908,17532.462,809566.948,290862.502,47340.152,36119.937,2461.944,197674.456,645544.335,2266.054,12981.592,668415.58,864427.753,90544.607,45853.838,138032.162,301553.458,0,0,1
990600.831,646827.93,644471.637,16843.541,460765.967,808494.613,70260.824,5647.248,25331.754,714703.202,419923.545,545479.923,878641.349,674933.694,110278.035,20125.735,636662.018,119777.888,162291.269,251423.31,140455.872,421844.356,922385.25,8247.196,8463.453,37955.923,867941.991,100492.876,54565.437,227856.829,2803.26,684868.68,382961.801,968847.302,17536.329,809529.669,291457.078,47321.827,36118.705,2464.291,197811.087,645657.864,2265.008,12985.111,668535.638,864439.484,90483.276,45855.371,138076.058,301555.696,0,0,1
990585.554,646836.234,646586.577,16838.484,460915.214,808679.453,70230.28,5647.005,25362.321,714234.8,420347.54,545479.877,878690.096,675077.727,110304.261,20101.579,636394.624,119797.956,161270.23,251247.37,140185.701,419395.241,922558.976,8246.571,8462.376,37802.352,868010.549,100624.294,54572.999,227750.956,2801.511,684653.049,383137.005,968804.229,17531.905,809619.452,291365.661,47274.497,36119.652,2459.706,197683.533,644256.11,2258.927,12982.059,668437.271,864391.776,90569.177,45853.614,138075.619,301548.391,0,0,1
990619.815,646839.052,646605.337,16845.404,459937.48,809263.495,70265.483,5647.389,25334.483,714640.498,419959.33,545479.794,878734.431,674916.152,110293.42,20157.385,636407.4,119853.629,160721.655,251263.959,140184.56,419387.817,922873.167,8252.837,8459.888,37820.968,867919.215,101242.297,54573.281,227953.567,2800.895,684742.165,383033.967,968815.523,17532.969,809597.95,290829.672,47288.459,36130.557,2461.309,197670.9,645542.862,2266.095,12982.057,668394.808,864380.62,90502.033,45856.574,138084.151,301546.728,0,0,1
990580.358,646830.741,646406.523,16849.933,460898.952,808515.696,70258.154,5648.09,25333.657,714605.843,424275.904,545483.24,878916.647,675022.918,110287.152,20118.093,636469.146,119831.736,157193.652,251206.518,140171.615,419500.878,922101.238,8267.712,8461.835,37818.15,867956.906,100374.653,54768.608,227361.966,2804.242,684636.105,383264.933,969022.662,17534.234,809609.58,291054.844,47334.706,36102.897,2446.066,197652.762,645479.873,2262.279,12979.248,668550.886,864388.693,90494.479,45847.701,138073.868,301550.814,1,0,0
990566.496,646834.213,646317.625,16848.728,460836.101,808474.704,70257.27,5647.313,25339.593,714612.471,424612.843,545479.742,879018.761,674972.712,110291.582,20102.477,636260.276,119828.003,161605.935,251334.411,140196.831,419433.361,922510.752,8244.913,8460.574,37817.787,867949.623,100332.308,54626.181,227100.494,2804.109,684527.044,383401.939,968838.939,17534.615,809586.617,291136.769,47331.33,36116.686,2461.856,197690.224,645356.943,2264.171,12978.073,668597.515,864350.881,90470.145,45699.465,138071.832,301549.967,1,0,0
990599.74,646830.698,646455.854,16851.476,460847.213,806868.942,70362.89,5647.718,25381.551,718915.119,419420.31,545534.531,878735.568,674866.529,110284.169,19945.123,636395.876,119822.094,161302.438,251108.347,140149.491,419417.952,922504.032,8237.87,8456.566,37816.893,867838.777,100354.519,54559.586,228202.491,2802.103,685153.611,382815.712,968867.264,17531.774,809672.489,291537.488,47309.568,36126.412,2461.033,197684.519,641884.015,2270.593,12978.943,668419.803,864448.139,90503.282,45847.971,138082.578,301555.628,0,0,1
990580.048,646833.253,645514.311,16859.54,460840.759,808938.838,70243.83,5645.762,25340.484,714651.615,422107.619,545478.385,878579.139,674973.678,110287.436,20117.242,636474.154,119855.2,160683.273,251293.19,140191.68,419415.664,922498.251,8216.149,8460.995,37801.332,868013.762,97844.799,54614.215,227970.7,2804.264,684620.726,383101.339,968860.508,17543.218,809656.736,291369.039,47328.628,36122.315,2460.937,197772.759,645288.888,2251.259,12979.34,668604.398,863957.023,90474.339,45836.149,138078.037,301530.158,0,0,1
990665.653,646835.023,646918.183,16846.309,460699.688,809754.821,70268.763,5642.913,25324.473,714706.177,421015.383,545479.696,878849.136,674796.311,110287.228,20317.373,636445.345,119852.248,161298.06,251278.612,140178.488,419273.722,922464.338,8260.144,8459.953,37815.545,867992.496,100354.321,54568.203,227963.13,2804.788,684552.542,383116.282,968832.75,17532.334,809595.762,291386.716,47302.39,36121.166,2460.792,197667.233,645469.642,2266.007,12982.754,668374.918,864394.157,90556.425,45890.172,138081.114,301551.319,0,0,1
990610.474,646699.989,647063.006,16847.809,460886.894,809265.879,70264.136,5647.741,25342.015,714737.729,419902.486,545479.543,878582.145,674889.808,110290.441,20103.62,636164.7,119839.024,161399.037,251227.645,140198.305,419638.871,922529.324,8248.3,8471.534,38412.209,867968.329,100392.199,54609.422,226697.957,2803.52,684418.525,447560.682,968850.565,17533.198,809637.909,290882.228,47373.114,36119.941,2457.991,197699.708,645382.0,2265.479,12978.695,668373.175,864443.214,90480.921,45884.33,138085.96,301552.277,0,0,1
990590.126,646832.674,646843.779,16843.628,460924.255,808569.446,70268.268,5645.723,25337.543,714718.277,420371.71,545479.739,878814.062,675051.622,110287.114,20115.288,636444.507,119776.36,161327.577,251364.084,140191.519,419411.315,922515.044,8243.181,8490.551,37814.095,867983.923,100609.405,54572.302,225654.768,2801.469,684627.936,383291.722,968847.443,17532.815,809605.513,290076.254,47357.164,36120.75,2461.114,197697.415,645548.524,2269.917,12982.009,668409.116,864399.772,90553.334,45872.757,138080.105,301552.15,0,0,1
990603.576,646833.502,646528.852,16845.084,460847.534,807779.347,70243.38,5648.321,25333.209,714695.686,420614.267,545479.832,878819.969,674920.624,110286.755,19741.217,636221.789,119806.7,161222.973,251208.017,140175.514,419388.36,922518.797,8268.784,8461.641,37822.326,867985.787,100465.42,54802.237,227939.43,2803.054,684622.654,383316.9,968849.659,17532.547,809654.806,290986.576,47324.244,36127.977,2463.67,197711.226,645491.364,2265.727,12984.073,668416.535,864430.192,90548.522,45852.915,138081.345,301552.345,0,0,1
990608.926,646833.279,646698.009,16848.157,460921.587,808993.517,70244.217,5642.442,25337.973,714760.227,419561.882,545479.461,878036.336,674906.708,110282.35,20119.134,636486.845,119852.134,161386.759,251175.844,140187.335,419390.19,922561.926,8257.949,8458.342,37813.849,867981.743,100413.366,54565.091,183513.889,2803.574,684548.023,383126.518,968797.139,17529.835,809606.246,291020.176,47370.097,36117.448,2462.242,197684.242,645366.284,2250.144,12979.8,668578.496,864475.056,90354.404,45864.98,138075.616,301552.356,0,0,1
990599.213,646831.218,646501.135,16851.873,461064.222,808266.695,70275.376,5647.28,25330.192,714774.364,420391.431,545480.085,878745.286,675019.836,110287.265,19860.139,636468.348,119802.853,161198.847,251242.277,140186.661,419409.855,922522.365,8337.684,8457.584,37811.243,867941.602,100436.686,54573.639,227915.266,2800.807,684600.993,382961.338,968842.204,17532.912,809624.389,290508.884,47306.655,36117.106,2462.25,197719.192,645501.679,2265.892,12977.263,668420.986,864432.548,90493.688,45852.932,138079.329,301552.628,0,0,1
990585.265,646835.501,646444.339,16842.875,460891.478,808666.418,70208.568,5646.886,25351.853,714725.698,420001.503,545479.416,878707.863,681957.082,110287.162,20103.741,636462.935,119817.909,161339.061,251283.794,139912.336,419477.846,922560.308,8245.578,8462.502,37817.082,867943.986,100778.133,54524.761,227966.06,2803.224,684868.871,383606.323,968788.292,17534.566,809685.22,291490.494,47350.27,36119.588,2460.994,197821.373,645213.72,2265.813,12967.782,668394.154,864388.647,90563.233,45848.843,138072.361,301554.073,0,0,1
990607.694,646770.736,646676.966,16846.175,460891.513,809334.777,70083.531,5647.974,25326.177,714888.251,423397.273,545479.699,878797.669,675209.942,110282.513,20111.744,636482.52,119835.41,161202.657,251285.951,140192.863,419393.122,922484.37,8263.822,8461.602,37813.565,867952.583,100371.552,54803.331,227918.757,2804.447,685237.267,383855.565,968842.806,17525.727,809595.743,290889.526,47329.265,36112.64,2462.117,197356.021,645484.683,2264.492,12983.947,668545.309,864392.538,90474.07,45867.232,138087.993,301551.605,0,0,1
990590.534,646834.184,646808.148,16832.757,460946.876,808737.899,70245.896,5643.592,25336.567,714717.441,420652.809,545479.718,878788.167,675059.515,110283.485,20105.363,636467.771,119827.476,161357.812,252107.583,140192.562,419426.838,922423.376,8244.42,8461.558,37814.861,867982.223,100360.988,54571.743,228107.897,2800.617,684618.419,383199.734,968839.192,17532.921,809601.825,291036.619,47377.539,36122.26,2470.769,197733.247,645593.776,2264.673,12981.568,668431.455,864418.663,90463.226,45853.461,138075.316,301552.548,0,0,1
990592.468,646832.381,646927.934,16845.61,461004.585,808622.411,70262.374,5651.111,25339.415,714660.962,421670.644,545479.733,878794.218,675051.611,110285.959,20127.543,636445.16,119834.749,161394.7,251350.888,140205.316,419443.256,922516.719,8267.303,8463.314,37813.52,867993.162,100449.89,54761.726,227750.919,2801.126,684990.906,383318.575,968835.103,17533.12,809606.814,291054.785,47356.368,36121.15,2461.294,197712.572,645557.185,2263.657,12981.326,668449.296,864372.729,90495.862,45853.525,138082.028,301552.181,0,0,1
990586.853,646832.845,646946.203,16844.06,460838.114,808621.763,70267.073,5622.75,25340.697,714698.705,420844.454,545479.757,878786.728,675052.481,110285.564,20111.755,636451.258,119824.346,161403.816,251264.765,140216.155,419454.104,922524.171,8268.391,8463.277,37812.942,867995.542,100427.414,54622.141,227821.098,2801.129,684630.37,383382.594,968834.32,17533.181,809600.052,291055.138,47366.171,36120.102,2461.006,197722.351,645543.586,2264.07,12981.059,668449.944,864368.163,90498.189,45853.562,138083.596,301552.031,0,0,1
990570.975,646849.298,646699.21,16861.463,460826.867,808776.157,70213.694,5646.171,25339.515,714682.163,420427.423,545478.281,878828.943,674148.688,110272.633,20120.18,636680.122,119815.174,162004.828,251173.601,140218.896,419468.497,922493.43,8243.611,8455.683,37828.792,867969.624,100299.255,54664.698,227845.027,2803.282,684716.208,383078.947,968871.098,17532.628,809759.376,291326.845,47370.085,35869.208,2460.591,197533.941,645480.336,2261.567,12974.316,668414.413,864413.885,90571.784,45854.576,138078.874,301552.654,0,0,1
990583.657,646816.105,646901.239,16848.556,461023.108,808965.623,70254.546,5647.197,25335.646,714650.083,420098.119,545479.653,878947.056,674941.717,110272.279,20124.557,636475.933,120578.269,161366.555,251292.804,140596.093,419401.938,922078.396,8238.903,8459.701,37816.911,867969.095,100327.024,54228.695,227867.065,2802.172,684190.824,383125.967,968921.111,17535.552,809575.477,290821.029,47351.001,36123.192,2462.398,197689.504,646416.626,2255.983,12980.776,668425.394,864378.774,90479.583,45880.873,138023.279,301553.161,0,0,1
990583.696,647021.611,647179.821,16850.138,461038.797,808923.95,70225.432,5640.824,25328.936,715133.119,419563.183,545479.498,878764.086,674893.934,110275.326,20107.177,636435.097,80758.522,160434.408,251204.935,140228.331,419401.652,922556.418,8245.04,8476.423,37772.959,868041.476,100406.011,54542.122,227856.578,2804.918,684497.004,385834.304,968846.953,17526.95,809599.041,291361.015,47349.316,36119.916,2458.099,197817.205,645598.656,2266.043,12973.972,668263.816,864284.46,90488.621,45818.594,138080.006,301550.375,0,0,1
990569.583,646830.399,646596.332,16848.951,461261.612,808436.587,70233.026,5647.087,25335.069,714799.174,420649.567,545479.94,878842.887,675055.174,110284.82,20114.706,636437.678,119680.472,161195.959,251327.725,140182.908,419375.822,922519.168,8257.965,8464.419,37809.07,868006.756,100522.334,54572.41,227441.249,2801.714,684615.215,383097.743,968837.684,17531.885,809666.858,291030.63,47306.675,36120.552,2461.413,197661.786,645635.677,2263.218,12982.691,668421.028,864415.753,90492.871,45852.803,138080.533,301551.942,0,0,1
990598.693,646832.492,646602.797,16824.58,461008.907,807319.64,70343.657,5647.348,25354.384,714516.53,421297.582,545480.513,878528.323,674954.326,110242.422,20084.958,636730.999,119588.307,159077.196,251032.317,140186.921,419421.137,922869.392,8246.143,8463.209,37830.326,868028.509,100259.726,54584.134,227607.836,2806.418,684328.418,383117.012,968831.616,17536.034,809599.04,292983.428,47321.606,35977.049,2461.007,197187.692,645489.161,2264.326,12981.75,668485.455,864425.017,90430.382,45847.84,138088.944,301552.046,0,0,1
990666.923,646839.785,646669.551,16844.874,460790.509,808659.937,70204.777,5652.66,25335.159,714806.104,418888.285,545479.416,878634.35,675206.315,110280.085,20112.293,636438.515,119910.736,161373.687,250885.772,140279.527,419414.919,922515.589,8233.044,8461.4,37353.586,867973.222,101041.382,54596.146,227938.486,2803.647,684838.192,383050.149,968927.102,17533.935,809623.345,291150.564,47323.215,36120.028,2453.065,197783.361,645391.402,2268.023,12978.918,668315.858,864424.952,90351.814,45847.232,138078.992,301549.226,0,0,1
990596.672,646798.887,646608.221,16859.103,460928.646,808704.996,70258.776,5644.561,25338.413,714391.436,420604.507,545479.675,878785.43,675088.938,110284.037,20107.455,636495.617,119833.081,161309.096,251099.019,140190.808,419404.81,922516.225,8259.761,8459.324,37820.741,867974.152,100417.681,54569.758,227851.451,2802.773,684579.796,382884.005,968829.011,17532.611,809614.982,291045.869,47309.681,36170.27,2461.465,197648.639,645344.191,2265.433,12983.479,668415.15,864433.361,90558.226,45853.264,138076.008,301552.401,0,0,1
990611.115,646826.783,646749.364,16854.099,460863.458,808841.454,70263.368,5646.776,25331.423,715089.564,420045.939,545480.057,878273.97,674982.223,110310.752,20127.613,636433.146,119818.817,161201.25,251381.082,140261.684,419413.551,922711.634,8240.87,8458.945,37848.293,867977.61,100489.007,54658.325,227928.983,2798.975,684671.729,383024.371,968846.048,17535.464,809945.525,291183.738,47344.692,36119.887,2462.483,197887.197,645708.366,2265.052,12977.732,668449.452,864416.043,90488.498,45841.637,138077.658,301551.452,0,0,1
990576.846,646865.009,646880.956,16841.482,460961.87,808661.356,70326.724,5646.493,25332.62,714727.639,421280.735,545479.73,878760.873,675061.02,110286.3,20107.779,636379.771,120880.03,161525.705,251253.227,140228.836,419409.181,922512.037,8244.598,8461.91,37769.478,867997.932,100336.808,54782.465,228144.046,2822.55,684433.623,383139.06,969206.571,17532.128,809615.202,290987.894,47322.45,36122.081,2461.153,197630.616,645531.153,2275.944,12981.002,668492.532,864291.061,90576.063,45848.112,138086.479,301552.832,0,0,1
990578.988,646839.665,646629.635,16847.996,460897.655,808991.466,70245.991,5643.812,25332.26,715198.899,419957.809,545480.01,878727.073,674918.457,110237.621,20093.076,636480.936,119819.292,161158.198,251304.467,139713.558,419414.929,922520.254,8244.232,8460.089,37789.109,867989.118,100396.126,54572.804,228536.083,2803.513,684725.52,383315.928,968793.648,17539.067,809612.468,288105.936,47455.23,36088.957,2457.522,197778.373,644708.242,2267.993,12996.025,668287.149,864303.528,90488.49,45850.061,138094.004,301551.374,0,0,1
990564.405,646831.064,646605.621,16845.037,460893.162,809027.7,70252.811,5647.064,25338.036,714660.431,420164.562,545479.161,878788.52,675046.145,110287.034,20110.725,636435.523,119872.557,161327.631,251277.214,140190.589,419403.979,922515.763,8246.841,8465.756,37826.231,867979.879,100290.256,54570.037,227606.265,2801.882,684459.682,383135.585,968846.733,17533.186,809751.702,292050.06,47360.723,36120.563,2389.634,197678.267,646738.77,2257.959,12982.769,668405.83,864432.567,90560.752,45853.044,138079.912,301556.659,0,0,1
990620.321,646829.681,646628.968,16843.469,460829.138,808689.366,70182.188,5673.502,25351.342,714634.417,420156.035,545479.809,878993.458,674803.77,110282.907,20108.588,636436.638,119752.365,161123.623,250545.842,140189.69,419429.14,922465.071,8243.701,8459.434,37822.779,868002.456,100341.069,54572.124,227642.828,2797.519,680149.722,382995.248,968831.117,17532.569,809595.078,290921.43,47456.81,36119.163,2461.975,197692.021,645508.866,2262.418,12982.371,668507.846,864429.204,90493.582,45844.326,138077.821,301551.152,0,0,1
990618.412,646832.697,646839.576,16840.166,460809.103,808992.93,70180.457,5645.075,25331.427,714538.388,419475.562,545479.468,878854.664,675001.345,110286.276,20109.005,636497.725,119378.504,161326.71,251456.682,140120.886,418897.393,922555.574,8244.342,8462.274,37814.146,867946.257,100397.387,54563.663,228200.372,2799.54,684818.471,383081.89,968870.148,17535.668,809609.454,291205.411,47086.609,36114.127,2459.907,197743.587,645546.657,2265.751,12965.901,668484.825,864279.651,90468.328,45842.982,138082.639,301554.599,0,0,1
990580.952,646831.566,646715.591,16843.555,460806.446,809112.042,70250.158,5647.007,25332.592,714663.456,419730.876,545479.347,878406.177,675011.587,109592.327,20150.923,636454.175,119781.201,161296.23,251355.911,140142.47,419469.067,922645.216,8245.696,8486.348,37822.124,880119.229,100407.418,54588.601,227843.278,2802.375,684803.393,383103.63,968857.359,17543.958,809573.793,290645.638,47349.336,36110.561,2461.985,197730.861,645169.932,2264.862,12985.731,668432.501,864392.715,90477.184,45846.562,138075.395,301552.66,0,0,1
990571.39,646839.402,646619.208,16848.62,460919.818,807671.445,70192.027,5646.234,25364.266,714643.416,420018.737,545479.527,878823.749,674692.62,110268.541,20079.408,636485.681,119813.933,160371.074,250847.359,140187.846,419392.189,922613.357,8244.54,8463.585,37806.367,867968.828,100367.498,54565.75,227643.921,2803.408,684770.752,383617.819,968825.419,17516.912,809605.346,291254.225,47708.558,36118.907,2462.173,197670.148,645463.711,2264.658,12983.305,668410.205,864406.61,90491.313,45854.064,138065.263,301542.545,0,0,1
990591.989,646836.057,646871.957,16843.867,460917.458,808650.662,70260.113,5650.767,25338.034,714724.753,420481.224,545479.692,878787.708,674998.982,110295.36,20104.235,636435.193,119829.675,161406.602,251328.687,140192.479,419410.901,922508.046,8242.772,8462.139,37812.586,867981.845,100461.786,54571.757,227882.409,2801.478,684646.943,383322.442,968820.458,17533.198,809604.709,291001.111,47345.627,36121.689,2460.932,197737.093,645532.927,2264.7,12982.232,668412.403,864397.168,90545.381,45876.06,138080.417,301549.651,0,0,1
990587.632,646578.548,646900.594,16841.364,460846.438,808765.779,70305.778,5650.894,25339.738,715098.462,420460.274,545480.445,878793.915,675053.734,110270.462,20083.74,636317.66,119836.139,161383.092,251698.25,140195.027,419380.816,922564.379,8237.971,8463.402,37815.483,868002.111,100434.061,54587.493,228181.257,2800.949,684718.914,382883.055,968837.114,17529.418,809601.029,290974.995,47367.021,36119.809,2464.634,197667.662,645343.897,2263.429,12981.217,668404.822,864376.454,90497.137,45887.729,138077.471,301552.983,0,0,1
990601.058,646834.886,646890.893,16842.858,460928.626,808665.593,70264.013,5642.305,25337.882,714727.104,420799.387,545479.693,878790.594,675020.092,110285.163,20109.888,636448.368,119829.774,161393.552,251617.105,140193.135,419438.07,922508.456,8262.321,8462.35,37812.568,867982.061,100468.966,54568.98,226611.571,2801.264,684768.996,383346.316,968814.509,17533.279,809606.985,290996.541,47341.553,36120.351,2460.657,197724.443,645528.063,2264.775,12981.904,668415.416,864390.414,90548.39,45880.892,138061.169,301549.596,0,0,1
990508.228,646855.824,646580.54,16849.216,460443.676,808591.399,70307.039,5647.628,25361.334,714732.877,420421.244,545479.463,878832.339,674798.352,110263.415,20112.448,636318.135,119665.093,161288.978,251272.783,140181.755,419415.217,925220.151,8247.81,8469.235,37823.827,867960.831,101947.394,54571.434,228284.155,2804.579,684719.311,382611.82,968840.741,17536.426,809607.311,290196.789,47384.689,36129.076,2452.493,198896.839,645283.585,2258.557,13202.7,668426.81,864428.959,90485.227,45850.682,138095.673,301551.646,0,0,1
990596.742,646832.094,646851.9,16841.447,461010.383,808729.748,70271.477,5647.288,25337.368,715141.127,420773.066,545479.709,878762.807,675024.684,110286.9,20106.063,636441.43,119825.448,161325.567,251270.221,140186.299,419398.783,922499.544,8260.504,8462.515,37820.137,867993.574,100479.079,54571.993,227867.304,2805.33,684884.479,383327.823,968836.987,17533.037,809402.781,290926.058,47180.308,36122.316,2460.935,197699.321,645569.903,2264.228,12968.782,668409.602,864435.995,90542.779,45873.918,138081.261,301552.447,0,0,1
990604.123,646834.285,646814.656,16837.845,460415.465,808745.801,70288.312,5644.6,25331.366,714652.923,420504.032,545479.139,878820.372,675414.607,110320.784,20067.45,636672.76,119810.363,161155.361,251158.103,140187.056,419342.452,922558.636,8244.89,8471.27,37818.382,867992.926,100512.566,54498.407,227969.836,2801.908,684674.458,383205.909,968967.554,17533.369,809626.436,291235.712,47578.817,36117.82,2460.76,197573.835,645237.543,2263.384,12983.21,668442.246,864446.341,90498.49,45854.789,138087.112,301554.241,0,0,1
990592.33,646834.365,646681.51,16856.323,460933.492,808485.742,70250.223,5647.277,25309.653,714843.743,420093.233,545481.006,878904.531,677419.75,110273.655,20112.431,636407.576,119791.287,161269.781,251264.172,140256.872,419441.617,922508.45,8236.046,8456.902,37804.697,867950.081,100579.808,54578.759,227902.442,2805.646,684631.703,382991.474,968847.399,17532.484,809605.838,290691.664,47343.479,36138.28,2461.86,197839.61,645442.124,2265.461,12989.189,668747.701,864438.547,90472.57,45849.683,138076.616,301530.098,0,0,1
990567.128,646841.431,646595.252,16847.15,460901.667,808879.047,70261.613,5647.221,25333.505,714277.038,419914.501,545476.504,879103.498,675026.239,110283.731,20106.032,636188.942,119874.935,161391.177,251261.289,140184.707,419411.668,922150.764,8298.354,8459.212,37820.288,867965.216,100480.98,54574.505,228211.401,2783.283,685764.903,383117.219,968882.412,17538.427,809629.134,290232.552,47331.697,36119.175,2461.73,197679.928,645537.321,2262.633,12983.383,668399.577,864479.219,90483.538,45847.011,138083.111,301550.039,0,0,1
990594.961,646840.984,646612.474,16820.397,460675.082,808989.203,70247.631,5646.109,25334.315,714340.51,420345.133,545479.814,878878.693,675209.808,110284.625,20069.925,636401.603,119349.966,161324.36,251084.087,140188.679,419408.44,922561.584,8246.738,8454.284,37169.465,867984.355,100413.329,54572.367,227840.653,2800.608,684673.003,383087.89,968868.216,17532.206,809634.553,291264.645,47349.529,36120.652,2461.138,197855.968,645283.585,2263.712,12980.562,668303.827,864427.182,90481.398,45858.029,138077.863,301547.595,0,0,1
990598.376,646838.429,645717.79,16844.812,460892.369,809165.275,70247.999,5646.618,25336.446,713203.981,419866.647,545477.913,878551.41,675004.028,110287.611,20107.216,636397.856,119815.598,161813.959,250271.275,140186.623,419439.658,922537.485,8248.643,8454.766,37805.457,867953.446,100269.017,54572.726,229699.553,2798.852,684774.542,382962.357,968852.172,17531.056,809620.219,311525.402,47343.095,36121.266,2462.11,197590.736,645555.218,2263.448,13000.77,668081.099,864339.755,90490.625,45854.479,138078.599,301551.931,0,0,1
990590.406,646833.399,646900.368,16851.615,461279.122,808717.446,70268.6,5646.298,25340.224,714762.248,420770.567,545479.743,878812.579,675038.112,110286.521,20123.13,636599.666,119821.583,161390.453,251318.521,140195.432,419432.118,922533.035,8264.563,8462.242,37811.963,867984.623,100497.285,54579.085,227848.288,2801.423,684651.006,383344.939,968839.293,17533.052,809596.537,291046.138,47347.959,36121.459,2461.259,197704.505,645533.938,2264.004,12981.478,668426.413,864384.514,90495.955,45853.501,138082.155,301552.557,0,0,1
990609.167,646830.047,646609.201,16849.914,460823.702,809437.531,70264.877,5646.166,25332.766,714315.23,420390.875,545479.947,878785.709,675040.142,110289.411,20051.329,636447.105,119780.067,161236.367,251233.284,140183.976,419417.633,922486.412,8243.515,8464.524,37788.447,867984.778,100273.814,54572.398,228003.356,2802.408,685078.139,383083.472,969012.331,17531.967,809620.535,290154.23,47345.97,36124.793,2385.439,197659.909,645504.235,2256.216,12987.065,668431.602,864434.421,90528.161,45854.361,138082.035,301551.454,0,0,1
990592.76,646829.583,646739.174,16845.763,460786.217,809299.689,70241.598,5652.487,25185.593,714726.34,419885.223,545479.116,878360.928,675109.313,110286.708,20099.01,636426.292,119811.715,161356.202,251223.507,140070.799,419397.084,922340.281,8241.843,8460.557,37620.28,867980.837,100204.366,54564.983,227834.013,2801.137,684300.335,383176.493,968968.179,17541.439,809612.119,292157.52,47375.394,36118.066,2461.77,197778.357,645334.676,2264.257,12968.452,668447.296,864394.837,90457.095,45851.224,138083.511,301552.028,0,0,1
990605.832,646846.982,646180.021,16847.261,461005.346,809527.048,69833.652,5648.588,25337.807,714794.508,420144.164,545479.721,878939.382,674197.546,110263.356,20114.21,637295.483,119871.478,161399.411,251178.038,140124.024,419439.842,922517.416,8241.002,8460.397,37803.678,867978.714,100299.027,54558.201,227934.575,2807.308,684499.978,383204.678,968850.65,17529.518,809569.122,290998.411,47345.176,36108.84,2460.148,197810.539,645644.09,2265.206,12973.159,668459.112,776377.036,90412.167,45849.511,138079.655,301553.105,0,0,1
990593.727,646836.021,645589.545,16841.396,460722.735,808967.56,70295.391,5645.385,25333.461,714621.29,419831.474,545479.368,878773.011,675103.445,110273.041,20102.976,636428.804,119811.148,161350.666,250887.356,140128.333,419436.851,922498.287,8250.041,8459.11,37830.63,868013.512,100530.401,54579.013,227918.081,2805.47,684656.023,383388.739,968546.221,17533.211,809645.038,291069.879,46697.379,36118.722,2461.271,197457.725,645432.956,2267.614,12988.422,668480.082,864477.387,90559.629,45846.096,138084.925,301549.686,0,0,1
990582.248,646843.285,646820.699,16849.325,461094.066,808629.003,70246.797,5645.517,25338.712,714711.246,419704.848,545479.795,878839.69,675079.752,110282.572,20100.14,636263.639,119704.925,161307.75,251321.073,140344.184,419414.108,922439.575,8244.776,8463.446,37779.681,868021.373,100300.827,54625.194,227853.224,2808.007,684715.692,383474.024,969021.433,17532.575,809588.053,290930.647,47304.183,36129.128,2457.214,197666.494,645542.093,2264.227,12980.533,668437.378,864411.001,90488.805,45857.08,138085.624,301549.999,0,0,1
990592.732,646829.802,646837.197,16862.777,460855.046,808189.214,70313.422,5646.547,25343.584,714623.686,420998.112,545479.679,878782.308,675016.375,110278.573,20114.997,636443.498,119828.957,161329.244,251134.762,140209.956,419406.871,922456.013,8243.326,8462.069,37814.387,867996.822,100405.745,54567.617,227941.928,2802.994,684826.579,383424.227,968839.55,17532.566,809597.354,291081.462,47344.627,36123.537,2461.4,197686.118,645543.388,2265.288,12981.281,668439.539,864406.162,90545.261,45853.564,138092.009,301551.795,0,0,1
990602.934,646837.896,647297.853,16844.569,460678.925,808924.6,70244.416,5647.677,25335.32,713948.705,420108.012,545479.811,878726.811,674963.83,110292.384,20113.397,636468.918,119824.551,161551.64,251282.173,140240.025,419444.837,922559.005,8240.878,8445.725,37606.264,867973.106,100332.871,54521.412,227731.344,2801.414,684295.593,382928.392,968845.924,17533.85,809659.803,290931.776,47320.63,36118.909,2460.959,197593.829,645570.337,2265.196,12978.251,668448.93,864109.075,90466.104,45850.512,138080.01,301544.628,0,0,1
